ParsedDate,States,Actual,Predicted,Residual,Absolute_Error
2020-06-01,Tripura,2.6,4.833682,-2.233682060241699,2.233682060241699
2020-06-02,Tripura,3.4,3.3640933,0.03590669631957999,0.03590669631957999
2020-06-03,Tripura,3.3,3.4632277,-0.1632277488708498,0.1632277488708498
2020-06-04,Tripura,3.4,3.6413481,-0.24134812355041513,0.24134812355041513
2020-06-05,Tripura,3.9,3.3501227,0.5498773097991942,0.5498773097991942
2020-07-01,Tripura,3.7,4.2469497,-0.5469496726989744,0.5469496726989744
2020-07-02,Tripura,3.5,4.1710286,-0.6710286140441895,0.6710286140441895
2020-07-03,Tripura,4.7,3.5798042,1.1201958179473879,1.1201958179473879
2020-07-04,Tripura,5.0,4.4354815,0.5645184516906738,0.5645184516906738
2020-07-05,Tripura,5.2,4.663112,0.536887836456299,0.536887836456299
2020-08-01,Tripura,5.2,5.3802714,-0.18027143478393537,0.18027143478393537
2020-08-02,Tripura,5.2,5.418217,-0.21821718215942365,0.21821718215942365
2020-08-03,Tripura,4.9,5.5125895,-0.6125894546508786,0.6125894546508786
2020-08-04,Tripura,4.8,4.987756,-0.18775577545166033,0.18775577545166033
2020-08-05,Tripura,3.5,4.9136,-1.413599967956543,1.413599967956543
2020-09-01,Tripura,3.4,3.866501,-0.4665010929107667,0.4665010929107667
2020-09-02,Tripura,3.5,3.8302915,-0.3302915096282959,0.3302915096282959
2020-09-03,Tripura,3.5,3.8302915,-0.3302915096282959,0.3302915096282959
2020-09-04,Tripura,3.6,3.8100755,-0.21007552146911612,0.21007552146911612
2020-09-05,Tripura,3.6,4.1100745,-0.5100745201110839,0.5100745201110839
2020-10-01,Tripura,3.4,3.9126115,-0.512611484527588,0.512611484527588
2020-10-02,Tripura,5.3,3.63034,1.669659900665283,1.669659900665283
2020-10-03,Tripura,4.8,5.238482,-0.4384819984436037,0.4384819984436037
